epoch,loss,accuracy
1,0.7407807111740112,0.7308499813079834
2,0.6068883538246155,0.7774166464805603
3,0.5807348489761353,0.7861666679382324
4,0.562924861907959,0.7922833561897278
5,0.5712008476257324,0.7892666459083557
6,0.5602583289146423,0.7937666773796082
7,0.549606442451477,0.7959666848182678
8,0.5383432507514954,0.8001499772071838
9,0.5370274186134338,0.8044999837875366
10,0.5259366631507874,0.8053833246231079
